synonym	primary
TSPAN11	TSPAN11
SLC33A1	SLC33A1
MTHFD2L	MTHFD2L
C8orf48	C8orf48
P3H3	P3H3
ARPC3	ARPC3
RDH5	RDH5
RAMP1	RAMP1
VAC14	VAC14
DHX30	DHX30
PCDHGA5	PCDHGA5
YIPF4	YIPF4
WDR86	WDR86
MOGS	MOGS
CCDC148	CCDC148
DAB2IP	DAB2IP
B3GALT2	B3GALT2
LAMTOR2	LAMTOR2
NXNL2	NXNL2
KRT5	KRT5
PLA2G12B	PLA2G12B
KIF3B	KIF3B
GPR149	GPR149
NARS1	NARS1
SPIN2B	SPIN2B
ANAPC7	ANAPC7
PDPR	PDPR
AMY1B	AMY1B
CHN1	CHN1
NXF1	NXF1
ASB12	ASB12
ANXA11	ANXA11
VEGFD	VEGFD
KIF27	KIF27
THEMIS2	THEMIS2
ARPP21	ARPP21
CNTNAP4	CNTNAP4
OR14A16	OR14A16
DAZAP1	DAZAP1
NLRP2	NLRP2
ZIC3	ZIC3
TSPY3	TSPY3
TSHB	TSHB
GUCY2C	GUCY2C
PWP2	PWP2
GEMIN4	GEMIN4
ZNF581	ZNF581
WDR70	WDR70
CHAC1	CHAC1
DPY19L3	DPY19L3
POTEM	POTEM
SP1	SP1
PRODH	PRODH
PYM1	PYM1
PARL	PARL
ZC3H7B	ZC3H7B
MEOX1	MEOX1
TNFRSF1A	TNFRSF1A
VAMP4	VAMP4
IRGC	IRGC
CITED1	CITED1
ELP2	ELP2
ZNF787	ZNF787
DRD3	DRD3
EPHA8	EPHA8
DAZ3	DAZ3
VPS37A	VPS37A
FAM90A17	FAM90A17
MSH2	MSH2
CHIA	CHIA
PRRT1B	PRRT1B
CTDSPL2	CTDSPL2
CEP135	CEP135
TAF11L5	TAF11L5
LMAN1	LMAN1
SMG9	SMG9
ZDHHC1	ZDHHC1
HNRNPF	HNRNPF
NF1	NF1
BLZF1	BLZF1
CD34	CD34
SAYSD1	SAYSD1
DHRS11	DHRS11
TMPRSS11D	TMPRSS11D
NUDT10	NUDT10
FAM25C	FAM25C
OR10G9	OR10G9
WNT10B	WNT10B
HYLS1	HYLS1
BBS2	BBS2
AOC1	AOC1
GNG4	GNG4
CT47A8	CT47A8
MAP1LC3B	MAP1LC3B
TTBK2	TTBK2
PDCD10	PDCD10
EMC8	EMC8
PCBD1	PCBD1
FERMT1	FERMT1
ZCCHC10	ZCCHC10
TRPC4AP	TRPC4AP
COL1A2	COL1A2
CLK2	CLK2
NMT1	NMT1
SORT1	SORT1
UBR5	UBR5
MAGEB4	MAGEB4
CFHR1	CFHR1
HOXA7	HOXA7
GALNT10	GALNT10
ARV1	ARV1
OR4S2	OR4S2
USP17L7	USP17L7
RPS6KA1	RPS6KA1
PSMB8	PSMB8
ATAD2B	ATAD2B
XPO5	XPO5
CLDN5	CLDN5
ZFTRAF1	ZFTRAF1
ADD2	ADD2
PRDM8	PRDM8
PLEKHM3	PLEKHM3
MRPL34	MRPL34
NT5C	NT5C
CFAP54	CFAP54
TIGD3	TIGD3
SPMIP6	SPMIP6
STARD5	STARD5
EMCN	EMCN
PRSS48	PRSS48
ARMCX5-GPRASP2	ARMCX5-GPRASP2
SPIN1	SPIN1
GALNT14	GALNT14
LMBRD2	LMBRD2
DUSP21	DUSP21
NR5A1	NR5A1
PEX2	PEX2
ATF7IP	ATF7IP
KIRREL2	KIRREL2
NR1D2	NR1D2
CAMSAP1	CAMSAP1
ATG13	ATG13
KCTD2	KCTD2
MSL3	MSL3
MPC2	MPC2
SLC1A3	SLC1A3
APC	APC
EDA	EDA
CNGA1	CNGA1
ARFGAP3	ARFGAP3
MCUB	MCUB
CRLF2	CRLF2
TMC8	TMC8
ZNF678	ZNF678
TCTN3	TCTN3
CALCR	CALCR
PDE3A	PDE3A
H4C2	H4C2
L3MBTL3	L3MBTL3
PCBP1	PCBP1
GGH	GGH
ATP2C2	ATP2C2
WDR38	WDR38
PIK3CB	PIK3CB
LEFTY1	LEFTY1
TMEM238	TMEM238
BEGAIN	BEGAIN
CDON	CDON
ARHGAP24	ARHGAP24
AMN	AMN
RAI14	RAI14
CRBN	CRBN
MARCHF4	MARCHF4
WDR87	WDR87
FAAP24	FAAP24
PSMG3	PSMG3
CTDP1	CTDP1
CCDC103	CCDC103
RPL36A	RPL36A
OPN1MW	OPN1MW
NANOG	NANOG
MMP17	MMP17
SGSM3	SGSM3
CCDC50	CCDC50
SSB	SSB
GAK	GAK
TGFB1	TGFB1
WNT9B	WNT9B
HSPH1	HSPH1
NID2	NID2
PFDN2	PFDN2
GRIA3	GRIA3
SARAF	SARAF
PCDH18	PCDH18
CDKL4	CDKL4
DEFB127	DEFB127
CFAP96	CFAP96
PLCXD2	PLCXD2
GSTM4	GSTM4
RPTOR	RPTOR
TRIM64	TRIM64
ZNF816	ZNF816
PI3	PI3
H2AC4	H2AC4
LTV1	LTV1
GBP6	GBP6
RORC	RORC
AVPR1B	AVPR1B
OXNAD1	OXNAD1
RAD51D	RAD51D
BICD1	BICD1
DAB1	DAB1
TMEM63A	TMEM63A
ZNF668	ZNF668
SERPINB8	SERPINB8
SF3B1	SF3B1
SMIM10L3	SMIM10L3
SF1	SF1
ATP23	ATP23
MAMDC2	MAMDC2
TTC1	TTC1
SLMAP	SLMAP
SON	SON
PRR22	PRR22
GCAT	GCAT
RNF170	RNF170
B9D1	B9D1
FCRL3	FCRL3
DHFR2	DHFR2
MAP3K19	MAP3K19
SMIM28	SMIM28
ZSWIM2	ZSWIM2
TCTN2	TCTN2
ZNF391	ZNF391
AGBL5	AGBL5
APH1B	APH1B
CRTAP	CRTAP
PRKCB	PRKCB
ANKRD61	ANKRD61
UCP1	UCP1
IQGAP2	IQGAP2
PGAP1	PGAP1
MSH5	MSH5
ADGRD1	ADGRD1
C21orf140	C21orf140
LAIR1	LAIR1
OR2C3	OR2C3
ATF5	ATF5
RALGDS	RALGDS
SPOCK1	SPOCK1
PCIF1	PCIF1
RABEPK	RABEPK
ETS2	ETS2
PLCXD3	PLCXD3
FKRP	FKRP
OR2AE1	OR2AE1
DEFB134	DEFB134
TLE5	TLE5
BEX5	BEX5
FGFRL1	FGFRL1
PLS3	PLS3
RNASEH2C	RNASEH2C
CDC6	CDC6
BRAP	BRAP
LYRM1	LYRM1
RAP1GAP	RAP1GAP
FAM83E	FAM83E
MAPK8IP1	MAPK8IP1
TMEM97	TMEM97
ZNF735	ZNF735
KRT82	KRT82
MIER1	MIER1
YWHAQ	YWHAQ
AIG1	AIG1
OR8H3	OR8H3
TIMM10	TIMM10
SPATA4	SPATA4
PTH1R	PTH1R
BAGE4	BAGE4
OR5M3	OR5M3
RPS6KC1	RPS6KC1
PI4KB	PI4KB
ITFG1	ITFG1
KBTBD7	KBTBD7
TKTL2	TKTL2
RABEP2	RABEP2
PSMD2	PSMD2
CEP192	CEP192
MSANTD3-TMEFF1	MSANTD3-TMEFF1
HOXB5	HOXB5
RPAIN	RPAIN
SLC39A11	SLC39A11
ATP5MGL	ATP5MGL
ADA2	ADA2
HARBI1	HARBI1
NDUFA3	NDUFA3
PRAMEF22	PRAMEF22
ERVH48-1	ERVH48-1
KRCC1	KRCC1
PPARGC1A	PPARGC1A
TAF1	TAF1
DOCK3	DOCK3
HBD	HBD
PMEL	PMEL
VPS53	VPS53
THOC6	THOC6
SYTL2	SYTL2
MAU2	MAU2
OR8G3P	OR8G3P
ZNF98	ZNF98
SREK1IP1	SREK1IP1
GBGT1	GBGT1
IL1R1	IL1R1
ZNF891	ZNF891
NOTCH2	NOTCH2
CALML6	CALML6
NOL6	NOL6
CYP2U1	CYP2U1
METTL17	METTL17
CD74	CD74
TMEM117	TMEM117
MAN1B1	MAN1B1
C2CD4C	C2CD4C
SAMHD1	SAMHD1
SNX8	SNX8
ESRP1	ESRP1
LMX1B	LMX1B
DNTTIP2	DNTTIP2
SLC6A8	SLC6A8
ASF1A	ASF1A
TAFA3	TAFA3
MS4A10	MS4A10
PREPL	PREPL
POC1B-GALNT4	POC1B-GALNT4
SLC25A23	SLC25A23
TWIST1	TWIST1
ZSWIM5	ZSWIM5
ADAMTSL4	ADAMTSL4
DYRK3	DYRK3
CDC42BPG	CDC42BPG
KANTR	KANTR
RAB11FIP2	RAB11FIP2
SLC43A1	SLC43A1
HS1BP3	HS1BP3
LY86	LY86
SUPT20HL1	SUPT20HL1
KIF1C	KIF1C
SLC22A17	SLC22A17
WSCD1	WSCD1
UMOD	UMOD
MYBL1	MYBL1
FAM13B	FAM13B
OPRPN	OPRPN
EPDR1	EPDR1
ZDBF2	ZDBF2
CT47A11	CT47A11
ZNF502	ZNF502
SAFB2	SAFB2
CHL1	CHL1
ZFPM1	ZFPM1
DEPDC1B	DEPDC1B
GARIN3	GARIN3
DCAF1	DCAF1
SPART	SPART
DNAJB13	DNAJB13
CNDP2	CNDP2
CSH2	CSH2
FAM111B	FAM111B
MAGED1	MAGED1
RPL10L	RPL10L
TLCD4	TLCD4
CCDC85B	CCDC85B
H2AC17	H2AC17
TRIM49D1	TRIM49D1
ZNF25	ZNF25
RPL22	RPL22
TNFAIP8L2	TNFAIP8L2
USP45	USP45
EYA4	EYA4
SEMG2	SEMG2
LCE3E	LCE3E
PATJ	PATJ
CRYBG3	CRYBG3
ITPKA	ITPKA
HAX1	HAX1
SLC25A45	SLC25A45
EIF3A	EIF3A
KLHL9	KLHL9
LGR6	LGR6
PGAP2	PGAP2
DPPA5	DPPA5
ZNF239	ZNF239
UBASH3A	UBASH3A
GPM6A	GPM6A
SYMPK	SYMPK
LRRC37B	LRRC37B
SPATA31A3	SPATA31A3
ANKZF1	ANKZF1
H2AZ2	H2AZ2
TMIE	TMIE
RPS7	RPS7
SAC3D1	SAC3D1
NUP160	NUP160
MAP7D2	MAP7D2
PPP1R42	PPP1R42
EFCAB5	EFCAB5
ZBTB21	ZBTB21
MRPL53	MRPL53
FRMD4A	FRMD4A
COPRS	COPRS
AGPAT5	AGPAT5
NNMT	NNMT
ATP9B	ATP9B
EEIG1	EEIG1
SPATA22	SPATA22
SASH1	SASH1
COL15A1	COL15A1
CSF3	CSF3
PCSK5	PCSK5
TSHZ3	TSHZ3
OR56A5	OR56A5
LDHC	LDHC
OS9	OS9
ADSS1	ADSS1
TRABD2B	TRABD2B
PPP2R1A	PPP2R1A
PPIAP59	PPIAP59
TAS2R46	TAS2R46
DNAJB4	DNAJB4
CLEC3A	CLEC3A
IFT27	IFT27
RBM20	RBM20
ITLN2	ITLN2
IQUB	IQUB
OR5AP2	OR5AP2
NIF3L1	NIF3L1
AGER	AGER
MANEAL	MANEAL
RTN3	RTN3
CD8B	CD8B
HECW1	HECW1
SMAP1	SMAP1
PRPSAP2	PRPSAP2
CIAO2A	CIAO2A
MAP6	MAP6
PARP15	PARP15
RFX6	RFX6
RSAD2	RSAD2
MOB3C	MOB3C
GPR179	GPR179
SRA1	SRA1
AARS2	AARS2
RIC1	RIC1
MEI4	MEI4
SFTPB	SFTPB
SPATA31F3	SPATA31F3
C12orf43	C12orf43
WBP4	WBP4
OR8D1	OR8D1
RSPH3	RSPH3
OR2T11	OR2T11
CDC14B	CDC14B
TMEM65	TMEM65
ZP4	ZP4
NKRF	NKRF
PIK3AP1	PIK3AP1
SPTAN1	SPTAN1
CD59	CD59
BCO2	BCO2
SLFN14	SLFN14
CCN5	CCN5
LGALS14	LGALS14
CIC	CIC
BLMH	BLMH
ZNF707	ZNF707
POU3F3	POU3F3
PLA2G2A	PLA2G2A
KIAA1549L	KIAA1549L
CD40	CD40
TMPRSS7	TMPRSS7
APOBEC3H	APOBEC3H
OR4C15	OR4C15
FXYD5	FXYD5
ZNF92	ZNF92
NOC2L	NOC2L
MAGEA9B	MAGEA9B
SPINT3	SPINT3
PCDH7	PCDH7
CARD10	CARD10
YRDC	YRDC
C9orf50	C9orf50
IPO13	IPO13
PIGU	PIGU
SPTSSB	SPTSSB
ANKRD1	ANKRD1
RNF34	RNF34
PTGDR	PTGDR
LMLN	LMLN
CENPVL1	CENPVL1
ATXN10	ATXN10
RPL36A-HNRNPH2	RPL36A-HNRNPH2
TFAP4	TFAP4
MFAP1	MFAP1
TRIM3	TRIM3
TMBIM6	TMBIM6
NALF2	NALF2
RND1	RND1
GDF1	GDF1
TFAP2C	TFAP2C
TEKT3	TEKT3
OR2H2	OR2H2
GLIPR1	GLIPR1
SH2D1A	SH2D1A
HTN1	HTN1
RNPEPL1	RNPEPL1
KLHL8	KLHL8
DOK7	DOK7
TUBA4A	TUBA4A
MBD2	MBD2
SHBG	SHBG
STEEP1	STEEP1
GRIA1	GRIA1
SLC2A10	SLC2A10
SRC	SRC
FOXN4	FOXN4
VSNL1	VSNL1
SLC51B	SLC51B
NUDT8	NUDT8
OOSP3	OOSP3
TMED7	TMED7
EPHX4	EPHX4
CT45A10	CT45A10
SYDE1	SYDE1
FBXO27	FBXO27
RTCA	RTCA
UBA5	UBA5
GJD2	GJD2
STAU1	STAU1
C2orf15	C2orf15
PLA2G10	PLA2G10
DUXA	DUXA
SYCE3	SYCE3
RPS27A	RPS27A
SNX3	SNX3
DRD1	DRD1
SEMA3A	SEMA3A
ECPAS	ECPAS
WASF3	WASF3
THG1L	THG1L
GDAP1	GDAP1
TRAF3IP1	TRAF3IP1
LCNL1	LCNL1
IRX6	IRX6
LARP4B	LARP4B
LCE3B	LCE3B
IGSF1	IGSF1
SUDS3	SUDS3
KY	KY
ZFP91	ZFP91
RAMAC	RAMAC
COL14A1	COL14A1
ZNF57	ZNF57
KLHDC8A	KLHDC8A
LONP1	LONP1
EEF1AKMT2	EEF1AKMT2
ARL4D	ARL4D
GBP4	GBP4
SLC25A38	SLC25A38
SEMA4A	SEMA4A
ZNF570	ZNF570
RBBP9	RBBP9
NLRP7	NLRP7
GTF3C6	GTF3C6
CXCL14	CXCL14
DDT	DDT
LIN28A	LIN28A
SEC63	SEC63
NR1H2	NR1H2
NLE1	NLE1
SLC26A7	SLC26A7
NUDT21	NUDT21
BRICD5	BRICD5
HNF1B	HNF1B
SPMIP3	SPMIP3
CCNDBP1	CCNDBP1
EFEMP2	EFEMP2
TTYH1	TTYH1
EID1	EID1
ADAM15	ADAM15
TAS2R8	TAS2R8
GHR	GHR
PPP1R13L	PPP1R13L
SBNO1	SBNO1
SLC46A2	SLC46A2
KCTD14	KCTD14
ICE2	ICE2
SAMD10	SAMD10
CATSPER2	CATSPER2
PCDH11X	PCDH11X
SPDYE5	SPDYE5
ALAD	ALAD
HNRNPH3	HNRNPH3
DCUN1D3	DCUN1D3
THOC1	THOC1
SCHIP1	SCHIP1
ABTB3	ABTB3
FITM1	FITM1
NDUFAF5	NDUFAF5
ALKBH8	ALKBH8
RLN3	RLN3
TEAD1	TEAD1
IDO2	IDO2
BMP3	BMP3
SERPINB13	SERPINB13
VSIG10	VSIG10
IQCF3	IQCF3
TMEM161A	TMEM161A
FBXO44	FBXO44
RGL4	RGL4
RAB4A	RAB4A
COL21A1	COL21A1
PRSS38	PRSS38
SPATA31H1	SPATA31H1
ARHGAP21	ARHGAP21
OR2T10	OR2T10
MT-ND3	MT-ND3
PRB1	PRB1
OR5V1	OR5V1
RPL21	RPL21
EHD3	EHD3
ST3GAL6	ST3GAL6
PSMB6	PSMB6
ATP5F1B	ATP5F1B
BORA	BORA
CCDC9B	CCDC9B
SLC12A3	SLC12A3
SMAD7	SMAD7
ZBTB46	ZBTB46
CIMAP3	CIMAP3
ALB	ALB
BDNF	BDNF
UGT2B10	UGT2B10
ATF6	ATF6
RSPH9	RSPH9
CATSPER3	CATSPER3
GSC	GSC
PDE6A	PDE6A
CYBB	CYBB
P2RX4	P2RX4
IL11	IL11
SRD5A2	SRD5A2
IRAG1	IRAG1
UGT1A9	UGT1A9
RPS6KA2	RPS6KA2
AGXT2	AGXT2
KRTAP20-1	KRTAP20-1
NCAPG	NCAPG
C4orf51	C4orf51
SCYL3	SCYL3
GMPR2	GMPR2
TUBAL3	TUBAL3
RAD9B	RAD9B
RILP	RILP
CCDC174	CCDC174
MAGEB18	MAGEB18
ZNF763	ZNF763
CT45A8	CT45A8
C2	C2
TSFM	TSFM
AP4E1	AP4E1
PCDHGB7	PCDHGB7
UBE2D1	UBE2D1
MYL11	MYL11
ACHE	ACHE
CCN6	CCN6
CECR2	CECR2
DYNLT3	DYNLT3
APBA3	APBA3
LRTM1	LRTM1
TSSK1B	TSSK1B
LTBR	LTBR
MTMR4	MTMR4
PRDM4	PRDM4
ICOS	ICOS
SEC22C	SEC22C
SH3BGRL	SH3BGRL
PADI1	PADI1
KRTAP2-2	KRTAP2-2
CCDC22	CCDC22
TMEM229A	TMEM229A
PLLP	PLLP
ZNF706	ZNF706
CYB5R2	CYB5R2
RNF180	RNF180
CGGBP1	CGGBP1
LRRC7	LRRC7
CIMIP2B	CIMIP2B
CFB	CFB
CNR1	CNR1
DDX27	DDX27
FAM25A	FAM25A
SUFU	SUFU
RAX	RAX
NAGPA	NAGPA
GPR183	GPR183
EPHA5	EPHA5
SUCLA2	SUCLA2
FOXS1	FOXS1
NUDT12	NUDT12
CD14	CD14
ORMDL1	ORMDL1
ZFP28	ZFP28
MICA	MICA
MYBPC2	MYBPC2
ZNF264	ZNF264
PWWP3B	PWWP3B
SLC20A1	SLC20A1
CLEC4D	CLEC4D
SLC35G4	SLC35G4
CNOT11	CNOT11
EPCAM	EPCAM
KCNN4	KCNN4
MSR1	MSR1
ZNF713	ZNF713
TMOD1	TMOD1
MAGI1	MAGI1
AGGF1	AGGF1
GJA9	GJA9
RAB37	RAB37
PVALB	PVALB
BAALC	BAALC
ECHDC2	ECHDC2
MOB1B	MOB1B
PCGF1	PCGF1
MRPL4	MRPL4
FEZF2	FEZF2
TPH1	TPH1
CRCP	CRCP
CD276	CD276
DSG3	DSG3
GPR12	GPR12
MRC2	MRC2
FN3K	FN3K
PCDH9	PCDH9
SPATA31G1	SPATA31G1
CASTOR1	CASTOR1
CARD16	CARD16
RWDD2B	RWDD2B
PRR20A	PRR20A
FAM177B	FAM177B
SOX11	SOX11
CLC	CLC
GNL1	GNL1
SERPINE1	SERPINE1
MRM3	MRM3
PDE3B	PDE3B
MINAR1	MINAR1
PRDX1	PRDX1
CFAP206	CFAP206
CDC14C	CDC14C
SLC8A2	SLC8A2
OR5L2	OR5L2
SSU72	SSU72
COQ8A	COQ8A
TRMT61A	TRMT61A
SCYGR3	SCYGR3
BCL3	BCL3
OR11A1	OR11A1
P4HA3	P4HA3
CYP27B1	CYP27B1
SMAD9	SMAD9
NUDT3	NUDT3
HOXD8	HOXD8
DCAF6	DCAF6
METTL8	METTL8
SLC26A8	SLC26A8
GSPT2	GSPT2
ATE1	ATE1
TSHZ1	TSHZ1
NDUFB3	NDUFB3
EED	EED
GPRIN1	GPRIN1
NPNT	NPNT
BLID	BLID
ALX1	ALX1
FAM200C	FAM200C
ADAL	ADAL
CD2AP	CD2AP
WIPF3	WIPF3
CA10	CA10
PALLD	PALLD
FCN3	FCN3
KIF2B	KIF2B
KIAA1755	KIAA1755
BMT2	BMT2
USP17L5	USP17L5
POLD3	POLD3
CORIN	CORIN
BTLA	BTLA
SMIM8	SMIM8
ZBTB5	ZBTB5
KRTAP4-12	KRTAP4-12
FAM90A18	FAM90A18
CDH4	CDH4
ERMN	ERMN
C16orf90	C16orf90
KERA	KERA
SNX10	SNX10
MELTF	MELTF
SNX12	SNX12
MOB2	MOB2
SCUBE2	SCUBE2
MT-CO1	MT-CO1
FAM168B	FAM168B
SLC27A4	SLC27A4
EXOC6	EXOC6
HEXB	HEXB
TMEM248	TMEM248
CCL27	CCL27
LIMS3	LIMS3
THEMIS	THEMIS
RTKN	RTKN
PARVB	PARVB
PLEKHO1	PLEKHO1
PARVG	PARVG
CASKIN1	CASKIN1
RAB38	RAB38
PIK3IP1	PIK3IP1
RALYL	RALYL
PSG8	PSG8
POGLUT2	POGLUT2
KIRREL3	KIRREL3
HSD17B12	HSD17B12
TNXB	TNXB
RAB3IL1	RAB3IL1
GLI2	GLI2
PDGFRA	PDGFRA
NRCAM	NRCAM
BIRC3	BIRC3
ATP6V1E1	ATP6V1E1
NFRKB	NFRKB
RAB43	RAB43
ADAT3	ADAT3
COL16A1	COL16A1
ARHGAP25	ARHGAP25
SLC25A12	SLC25A12
ARL3	ARL3
RTL8A	RTL8A
PDHA1	PDHA1
TMEM51	TMEM51
CHPF2	CHPF2
GPR151	GPR151
TRIM15	TRIM15
LCN8	LCN8
KMT5A	KMT5A
MAP1LC3B2	MAP1LC3B2
GPER1	GPER1
PTPA	PTPA
TMEM43	TMEM43
GAL	GAL
TNFSF12-TNFSF13	TNFSF12-TNFSF13
HBG2	HBG2
NTAQ1	NTAQ1
GJB3	GJB3
POMGNT2	POMGNT2
APEH	APEH
IQSEC2	IQSEC2
FAM120B	FAM120B
CUX2	CUX2
BAHD1	BAHD1
COL5A1	COL5A1
PRIMA1	PRIMA1
TENT5C	TENT5C
FUZ	FUZ
ALG3	ALG3
TMSB10	TMSB10
TMEM156	TMEM156
PRPF18	PRPF18
RBM4B	RBM4B
MFSD2A	MFSD2A
KPNA4	KPNA4
GSPT1	GSPT1
ANO10	ANO10
ELANE	ELANE
SLCO1C1	SLCO1C1
LRRC19	LRRC19
MMP24OS	MMP24OS
RAD9A	RAD9A
IER5L	IER5L
ZNF737	ZNF737
USP17L17	USP17L17
CNTN1	CNTN1
SPG11	SPG11
MELK	MELK
RANBP1	RANBP1
SF3B4	SF3B4
RPAP1	RPAP1
EZH2	EZH2
TMEM185A	TMEM185A
OR12D2	OR12D2
TNFAIP6	TNFAIP6
EGFLAM	EGFLAM
MAP3K2	MAP3K2
HPS4	HPS4
SPRR4	SPRR4
CNTF	CNTF
CDC5L	CDC5L
BOLA1	BOLA1
YIF1B	YIF1B
ADRA2B	ADRA2B
SLC45A4	SLC45A4
NUP43	NUP43
TMEM52	TMEM52
OR5B12	OR5B12
MED27	MED27
SMPD1	SMPD1
G2E3	G2E3
GPHB5	GPHB5
LRRC36	LRRC36
MNAT1	MNAT1
PANK2	PANK2
SLC1A1	SLC1A1
HLA-DMB	HLA-DMB
ATG12	ATG12
B3GNT3	B3GNT3
MMADHC	MMADHC
GTSF1	GTSF1
SPINT2	SPINT2
CDKL1	CDKL1
ZNF583	ZNF583
BEND5	BEND5
TSPY10	TSPY10
RBMS3	RBMS3
PKD1L2	PKD1L2
SMPX	SMPX
F2	F2
NOTCH4	NOTCH4
C8orf33	C8orf33
DNAL1	DNAL1
CYP4F12	CYP4F12
NOTCH1	NOTCH1
CD300LF	CD300LF
CFAP263	CFAP263
PLA2G2F	PLA2G2F
ADCY2	ADCY2
HP	HP
ANKRD23	ANKRD23
SLC16A1	SLC16A1
TTC39B	TTC39B
SSTR3	SSTR3
CCDC144A	CCDC144A
SREBF1	SREBF1
KCNH7	KCNH7
CCZ1	CCZ1
TRAPPC12	TRAPPC12
KCNJ18	KCNJ18
ADAMTS9	ADAMTS9
IFNGR1	IFNGR1
RARRES1	RARRES1
GGCT	GGCT
LACRT	LACRT
ZSCAN4	ZSCAN4
CFP	CFP
ZNF221	ZNF221
OR2B2	OR2B2
REDIC1	REDIC1
LYPD4	LYPD4
ASB8	ASB8
LRRC74B	LRRC74B
RPL10	RPL10
TMEM47	TMEM47
IRAK1	IRAK1
ITGB8	ITGB8
MIA2	MIA2
CDKN2AIP	CDKN2AIP
YTHDC2	YTHDC2
BTBD6	BTBD6
TICAM1	TICAM1
GDF9	GDF9
PIK3CG	PIK3CG
CLIC2	CLIC2
KCNIP2	KCNIP2
TRIM44	TRIM44
ERMARD	ERMARD
ZBBX	ZBBX
MAGED4	MAGED4
NOG	NOG
ACO2	ACO2
SKIC2	SKIC2
TECTA	TECTA
MCMBP	MCMBP
SUSD5	SUSD5
SMAD4	SMAD4
WTAP	WTAP
GCHFR	GCHFR
ZNF3	ZNF3
TMEM82	TMEM82
DUSP18	DUSP18
SMPD3	SMPD3
ALDH1A1	ALDH1A1
NDEL1	NDEL1
TIGD7	TIGD7
KLC2	KLC2
TSPAN5	TSPAN5
GPR161	GPR161
VPS72	VPS72
KLK14	KLK14
PRAMEF8	PRAMEF8
PAGE1	PAGE1
GTF2IRD1	GTF2IRD1
APP	APP
MUC1	MUC1
KCNJ9	KCNJ9
FAM9A	FAM9A
ERCC6L2	ERCC6L2
NELL2	NELL2
ZNF99	ZNF99
ADAMTSL5	ADAMTSL5
FPR3	FPR3
TFAP2E	TFAP2E
LRRN2	LRRN2
CD6	CD6
PRLHR	PRLHR
GCNA	GCNA
ZNF569	ZNF569
AMT	AMT
CELA1	CELA1
FAT3	FAT3
NUPR1	NUPR1
FOXK1	FOXK1
STRAP	STRAP
CSNK2A2	CSNK2A2
WSB2	WSB2
PLAAT2	PLAAT2
CABLES2	CABLES2
DDAH2	DDAH2
CROCC2	CROCC2
PABPC1	PABPC1
PPP1R1C	PPP1R1C
BHLHE22	BHLHE22
MCM4	MCM4
E4F1	E4F1
MALL	MALL
GH2	GH2
CNTNAP1	CNTNAP1
SLC29A3	SLC29A3
EREG	EREG
MLH3	MLH3
CEACAM6	CEACAM6
DPP8	DPP8
KRTAP4-11	KRTAP4-11
FFAR3	FFAR3
OPRM1	OPRM1
UQCR11	UQCR11
C11orf86	C11orf86
OR6C75	OR6C75
MUC21	MUC21
SUGT1	SUGT1
SMARCA1	SMARCA1
NDP	NDP
GKN1	GKN1
MSANTD3	MSANTD3
TTI2	TTI2
N4BP2L1	N4BP2L1
MMP15	MMP15
OR4C16	OR4C16
CRNKL1	CRNKL1
C8orf82	C8orf82
HIGD2A	HIGD2A
GPRC5C	GPRC5C
HDAC7	HDAC7
EDRF1	EDRF1
PI4K2B	PI4K2B
MAP3K7	MAP3K7
RRAGC	RRAGC
SRD5A3	SRD5A3
GSN	GSN
MED28	MED28
MEX3A	MEX3A
NDE1	NDE1
KCNAB2	KCNAB2
C17orf50	C17orf50
IMPA1	IMPA1
OR6C74	OR6C74
HNRNPCL2	HNRNPCL2
TLX2	TLX2
NRG3	NRG3
NPIPB11	NPIPB11
FCER1A	FCER1A
LIPT2	LIPT2
PALM2AKAP2	PALM2AKAP2
LETM1	LETM1
FGF9	FGF9
SLC9A5	SLC9A5
LCN6	LCN6
IL4	IL4
USP7	USP7
LMCD1	LMCD1
NEDD8-MDP1	NEDD8-MDP1
CYFIP2	CYFIP2
RMDN2	RMDN2
BAX	BAX
EPG5	EPG5
CSMD2	CSMD2
MYCBPAP	MYCBPAP
PRELP	PRELP
VAMP5	VAMP5
CLIC5	CLIC5
ALKBH4	ALKBH4
JRKL	JRKL
CSN3	CSN3
ZNF677	ZNF677
SPRY2	SPRY2
KRT35	KRT35
BLNK	BLNK
PRR5	PRR5
CREB3L2	CREB3L2
ITGB4	ITGB4
FCRL4	FCRL4
CAPS	CAPS
ATP2B3	ATP2B3
SRRT	SRRT
ATP8B3	ATP8B3
YWHAE	YWHAE
RPS11	RPS11
TMEM86B	TMEM86B
IL2	IL2
PYGO1	PYGO1
OSM	OSM
PHLDB1	PHLDB1
YARS2	YARS2
GPBP1	GPBP1
COX7A2L	COX7A2L
AGAP3	AGAP3
NAA10	NAA10
RWDD1	RWDD1
PCF11	PCF11
SMARCC2	SMARCC2
MIOX	MIOX
AMDHD1	AMDHD1
CD300H	CD300H
SFRP1	SFRP1
RNF19B	RNF19B
ZNF546	ZNF546
CD69	CD69
SYK	SYK
FRAT2	FRAT2
HNRNPLL	HNRNPLL
GATA6	GATA6
ARHGEF11	ARHGEF11
GOLGA6L25	GOLGA6L25
SP110	SP110
HAUS6	HAUS6
GAMT	GAMT
NME3	NME3
CFAP95	CFAP95
ZNF593OS	ZNF593OS
LHFPL4	LHFPL4
CDA	CDA
MAP2K6	MAP2K6
KRT10	KRT10
